id,title,description
36820,Quyết định 40/2014/QĐ-TTg,"Về tiêu chuẩn, định mức và chế độ quản lý, sử dụng xe ô tô trong Công an nhân dân"
112742,Quyết định 02/2014/QĐ-KTNN,Ban hành Chuẩn mực kiểm toán nhà nước số 100 Các nguyên tắc cơ bản trong hoạt động kiểm toán của Kiểm toán nhà nước
86392,Quyết định 1081/QĐ-TTg,"Về việc phê duyệt Khung chính sách tái định cư cho Dự án ""Hiệu quả lưới điện truyền tải"" (TEP) vay vốn Ngân hàng thế giới (WB)"
36762,Quyết định 38/2014/QĐ-TTg,"Quy định về đấu giá, chuyển nhượng quyền sử dụng kho số viễn thông, tên miền Internet"
58271,Quyết định 1049/QĐ-TTg,Ban hành Danh mục các đơn vị hành chính thuộc vùng khó khăn
72021,Quyết định 1041/QĐ-TTg,"Phê duyệt đề án quy hoạch tổng thể lĩnh vực ứng phó sự cố, thiên tai và tìm kiếm cứu nạn đến năm 2020"
36791,Quyết định 36/2014/QĐ-TTg,Ban hành Quy chế công bố thông tin hoạt động của công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu
36643,Quyết định 37/2014/QĐ-TTg,"Về ban hành tiêu chí, danh mục phân loại doanh nghiệp nhà nước"
50905,Quyết định 909/QĐ-TTg,Về việc ban hành Quy trình vận hành liên hồ chứa trên lưu vực sông Vu Gia- Thu Bồn trong mùa lũ hàng năm
39732,Quyết định 879/QĐ-TTg,"Phê duyệt chiến lược phát triển công nghiệp Việt Nam đến năm 2025, tầm nhìn đến năm 2035"
39731,Quyết định 880/QĐ-TTg,"Phê duyệt quy hoạch tổng thể phát triển ngành công nghiệp Việt Nam đến năm 2020, tầm nhìn đến năm 2030"
87867,Quyết định 1238/QĐ-BNN-TCLN,Phê duyệt đề án “Đề án phát triển du lịch sinh thái vườn quốc gia Tam Đảo”
36153,Quyết định 34/2014/QĐ-TTg,"Quy định Tiêu chuẩn xã, phường, thị trấn phù hợp với trẻ em"
87754,Quyết định 822/QĐ-TTg,"Phê duyệt cơ chế, chính sách áp dụng đối với Dự án Nhà máy điện phân nhôm Đắk Nông"
87798,Quyết định 1157/QĐ-BNN-TCLN,"Ban hành quy định nghiệm thu thành quả dự án ""tổng điều tra, kiểm kê rừng toàn quốc giai đoạn 2013 - 2016"""
87873,Quyết định 957/QĐ-BNN-TCLN,Phê duyệt Kế hoạch hành động phát triển thị trường gỗ và sản phẩm gỗ giai đoạn 2014 - 2020
86281,Quyết định 357/QĐ-TCTK,Về việc ban hành Quy chế làm việc của Tổng cục Thống kê
35636,Quyết định 31/2014/QĐ-TTg,Về cơ chế hỗ trợ phát triển các dự án phát điện sử dụng chất thải rắn tại Việt Nam
35324,Quyết định 29/2014/QĐ-TTg,"Về tín dụng đối với hộ gia đình và người nhiễm HIV, người sau cai nghiện ma túy, người điều trị nghiện các chất dạng thuốc phiện bằng thuốc thay thế, người bán dâm hoàn lương"
87824,Quyết định 829/QĐ-BNN-TCLN,Phê duyệt “Đề án trồng rừng thay thế khi chuyển mục đích sử dụng rừng sang mục đích khác”
85983,Quyết định 570/QĐ-TTg,Phê duyệt Kế hoạch hành động quốc gia vì trẻ em bị ảnh hưởng bởi HIV/AIDS giai đoạn 2014 – 2020
87768,Quyết định 774/QĐ-BNN-TCLN,"Phê duyệt Kế hoạch hành động nâng cao năng suất, chất lượng và giá trị rừng trồng sản xuất giai đoạn 2014 - 2020"
62452,Quyết định 493/QĐ-TTg,"Ban hành kế hoạch triển khai thi hành Luật sửa đổi, bổ sung một số điều của Luật Phòng cháy và Chữa cháy"
34072,Quyết định 27/2014/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Tiêu chuẩn Đo lường Chất lượng trực thuộc Bộ Khoa học và Công nghệ"
86513,Quyết định 459/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn của Hội đồng quốc gia về tài nguyên nước"
33814,Quyết định 25/2014/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Môi trường trực thuộc Bộ Tài nguyên và Môi trường"
33792,Quyết định 24/2014/QĐ-TTg,Về cơ chế hỗ trợ phát triển các dự án điện sinh khối tại Việt Nam
33650,Quyết định 22/2014/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Thể dục thể thao trực thuộc Bộ Văn hóa, Thể thao và Du lịch"
33651,Quyết định 23/2014/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Du lịch trực thuộc Bộ Văn hóa, Thể thao và Du lịch"
33648,Quyết định 21/2014/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Quản lý đất đai trực thuộc Bộ Tài Nguyên và Môi trường"
32084,Quyết định 367/QĐ-TTg,Về việc phê duyệt danh mục dự án do Chính phủ Đức tài trợ
87595,Quyết định 467/QĐ-TTCP,"Ban hành Quy chế phối hợp cung cấp thông tin để kiểm tra, đối chiếu kết quả đăng nhập dữ liệu tài sản Nhà nước thuộc phạm vi quản lý của Thanh tra Chính phủ vào phần mềm quản lý đăng ký tài sản Nhà nước và sử dụng thông tin trong cơ sở dữ liệu quốc gia về tài sản Nhà nước"
86901,Quyết định 357/QĐ-TTg,Phê duyệt Phương án cổ phần hóa công ty mẹ - Tổng công ty Xây dựng công trình giao thông 8
85952,Quyết định 340/QĐ-TTg,Về việc phê duyệt dự thảo Nghị định thư giữa Chính phủ Việt Nam và Chính phủ Đại công quốc Luxembourg về dự án “Sáng kiến và phát triển địa phương thích ứng biến đổi khí hậu”
33556,Quyết định 18/2014/QĐ-TTg,"Sửa đổi, bổ sung Điều 3 của Quyết định số 62/2004/QĐ-TTg ngày 16 tháng 4 năm 2004 về tín dụng thực hiện Chiến lược quốc gia về cấp nước sạch và vệ sinh môi trường nông thôn"
33523,Quyết định 16/2014/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Địa chất và khoáng sản Việt Nam trực thuộc Bộ Tài nguyên và Môi trường"
33539,Quyết định 15/2014/QĐ-TTg,"Về việc ban hành Chế độ báo cáo thống kê tổng hợp áp dụng đối với Bộ, ngành"
33458,Quyết định 11/2014/QĐ-TTg,Về tổ chức và hoạt động của Quỹ Dịch vụ viễn thông công ích Việt Nam
86477,Quyết định 201/QĐ-TTg,Về việc phê duyệt nhiệm vụ điều chỉnh quy hoạch chung xây dựng tỷ lệ 1/5.000 khu Công nghệ cao Hòa Lạc đến năm 2030
86870,Quyết định 189/QĐ-TTg,"Về việc phê duyệt danh mục dự án ""Chương trình đô thị miền núi phía Bắc"", vay vốn Ngân hàng thế giới"
33382,Quyết định 04/2014/QĐ-TTg,Về việc ban hành Quy chế phối hợp trong giải quyết tranh chấp đầu tư quốc tế
33383,Quyết định 03/2014/QĐ-TTg,Ban hành Quy chế quản lý nhà nước đối với hoạt động xúc tiến đầu tư
33384,Quyết định 02/2014/QĐ-TTg,Về tổ chức và hoạt động của Quỹ Bảo vệ môi trường Việt Nam
32761,Quyết định 22/QĐ-TTg,Phê duyệt phương án cổ phần hóa công ty mẹ - Tổng công ty Xây dựng công trình giao thông 6
58806,Quyết định 2621/QĐ-TTg,"Về việc sửa đổi, bổ sung một số mức hỗ trợ phát triển sản xuất Quy định tại Nghị quyết số 30A/2008/NQ-CP ngày 27 tháng 12 năm 2008 của Chính Phủ"
87820,Quyết định 3169/QĐ-TTCP,"Về việc ban hành Quy định chức năng, nhiệm vụ, quyền hạn và tổ chức, hoạt động của Trung tâm Thông tin"
33963,Quyết định 78/2013/QĐ-TTg,"Về việc ban hành Danh mục, lộ trình phương tiện, thiết bị sử dụng năng lượng phải loại bỏ và tổ máy phát điện hiệu suất thấp không được xây dựng mới"
33960,Quyết định 77/2013/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Trung tâm Khí tượng Thủy văn quốc gia trực thuộc Bộ Tài nguyên và Môi trường"
34043,Quyết định 74/2013/QĐ-TTg,Ban hành Quy chế thí điểm chuyển đổi công ty phát triển hạ tầng khu công nghiệp hoạt động theo mô hình đơn vị sự nghiệp có thu thành công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu
34042,Quyết định 73/2013/QĐ-TTg,"Về việc thí điểm thực hiện cơ chế nạo vét, duy tu các tuyến luồng hàng hải do Bộ Giao thông vận tải quản lý"
33599,Quyết định 72/2013/QĐ-TTg,"Quy định cơ chế, chính sách tài chính đối với khu kinh tế cửa khẩu"
72361,Quyết định 2282/QĐ-TTg,Phê duyệt đề án khuyến khích sử dụng hình thức hỏa táng
34076,Quyết định 70/2013/QĐ-TTg,Về việc công bố Danh mục phân loại Cảng biển Việt Nam
33974,Quyết định 68/2013/QĐ-TTg,Về chính sách hỗ trợ nhằm giảm tổn thất trong nông nghiệp
34040,Quyết định 67/2013/QĐ-TTg,Về việc áp dụng cơ chế quản lý tài chính đối với cục đăng kiểm Việt Nam
34047,Quyết định 64/2013/QĐ-TTg,"Ban hành điều kiện và thủ tục thành lập hoặc cho phép thành lập,cho phép hoạt động đào tạo, đình chỉ hoạt động đào tạo, sáp nhập, chia, tách, giải thể trường đại học, học viện"
33969,Quyết định 65/2013/QĐ-TTg,"Sửa đổi, bổ sung điểm a khoản 1 điều 3 quyết định số 54/2010/qđ-ttg ngày 24 tháng 8 năm 2010 của Thủ tướng Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của tổng cục Thống kê trực thuộc Bộ kế hoạch và đầu tư"
34052,Quyết định 63/2013/QĐ-TTg,"Quy định về lộ trình, các điều kiện và cơ cấu ngành điện để hình thành và phát triển các cấp độ thị trường điện lực tại Việt Nam"
113799,Quyết định 2016/QĐ-TTg,"Về việc thành lập Ban chỉ đạo Trung ương về cải cách chính sách tiền lương, bảo hiểm xã hội và ưu đãi người có công"
76700,Quyết định 1975/QĐ-TTg,Phê duyệt Dự án “Xây dựng cơ sở dữ liệu quốc gia về đất đai”
55137,Quyết định 1976/QĐ-TTg,Phê duyệt quy hoạch tổng thể phát triển dược liệu đến năm 2020 và định hướng đến năm 2030
33962,Quyết định 61/2013/QĐ-TTg,Về việc cung cấp thông tin và phối hợp thực hiện công tác xếp hạng tín nhiệm quốc gia
33975,Quyết định 60/2013/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Đường bộ Việt Nam thuộc Bộ Giao thông vận tải"
88482,Quyết định 2329/QĐ-BNN-TCLN,Về việc phê duyệt dự án “Khẩn cấp bảo tồn voi và nâng cao năng lực kiểm soát buôn bán ngà voi ở Việt Nam đến năm 2020”
87752,Quyết định 1107/QĐ-BNV,Ban hành chương trình bồi dưỡng ngạch chuyên viên cao cấp
86178,Quyết định 1752/QĐ-TTg,"Phê duyệt “Quy hoạch hệ thống cơ sở vật chất kỹ thuật thể dục, thể thao quốc gia đến năm 2020, tầm nhìn đến năm 2030”"
34050,Quyết định 54/2013/QĐ-TTg,Về việc ban hành cơ chế quản lý tài chính và biên chế của kho bạc nhà nước
86417,Quyết định 1448/QĐ-TTg,"Phê duyệt Quy hoạch phát triển dịch vụ phát thanh, truyền hình Việt Nam đến năm 2020"
33440,Quyết định 51/2013/QĐ-TTg,Sửa đổi một số điểm của Quyết định số 04/2011/QĐ-TTg ngày 20 tháng 01 năm 2011 của Thủ tướng Chính phủ về quản lý tài chính đối với Bảo hiểm xã hội Việt Nam
31031,Quyết định 48/2013/QĐ-TTg,"Quyết định 48/2013/QĐ-TTg về góp vốn, mua cổ phần bắt buộc của tổ chức tín dụng được kiểm soát đặc biệt do Thủ tướng Chính phủ ban hành"
87620,Quyết định 1757/QĐ-BNN-TCLN,Ban hành Chương trình hành động thực hiện quyết định số 1565/QĐ-BNN-TCLN ngày 08/7/2013 của Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn phê duyệt Đề án Tái cơ cấu ngành Lâm nghiệp
86313,Quyết định 3479/QĐ-CHK,Về việc ban hành Quy chế chi tiêu nội bộ tại cơ quan Cục Hàng không Việt Nam
86395,Quyết định 1201/QĐ-TTg,"Về việc phê duyệt Danh mục Chương trình Phát triển Doanh nghiệp nhỏ và vừa lần thứ 2, vay vốn Ngân hàng phát triển Châu Á (ADB)"
33950,Quyết định 43/2013/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Dạy nghề thuộc Bộ Lao động - Thương binh và Xã hội"
87564,Quyết định 1586/QĐ-BNN-PC,Về việc điều chỉnh Kế hoạch xây dựng văn bản quy phạm pháp luật của Bộ Nông nghiệp và Phát triển nông thôn 6 tháng cuối năm 2013
76248,Quyết định 1064/QĐ-TTg,Phê duyệt quy hoạch tổng thể phát triển kinh tế - xã hội vùng trung du và miền núi phía Bắc đến năm 2020
87538,Quyết định 1565/QĐ-BNN-TCLN,Phê duyệt “Đề án tái cơ cấu ngành lâm nghiệp”
30623,Quyết định 37/2013/QĐ-TTg,"Về việc điều chỉnh Quy hoạch mạng lưới các trường đại học, cao đẳng giai đoạn 2006 – 2020"
34079,Quyết định 35/2013/QĐ-TTg,Ban hành Quy chế hoạt động của Kiểm soát viên công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ 100% vốn điều lệ
37766,Quyết định 34/2013/QĐ-TTg,Ban hành Chính sách phổ biến thông tin thống kê Nhà nước
87860,Quyết định 1230/QĐ-BNN-BVTV,Về việc công bố thủ tục hành chính mới ban hành thuộc phạm vi chức năng quản lý của Bộ Nông nghiệp và Phát triển nông thôn
87780,Quyết định 1134/QĐ-TTCP,"Về việc ban hành quy định chức năng, nhiệm vụ, quyền hạn và tổ chức, hoạt động của vụ thanh tra khối nội chính và kinh tế tổng hợp (Vụ II)"
37763,Quyết định 29/2013/QĐ-TTg,"Về một số chính sách hỗ trợ giải quyết đất ở và giải quyết việc làm cho đồng bào dân tộc thiểu số nghèo, đời sống khó khăn vùng đồng bằng sông Cửu Long giai đoạn 2013 – 2015"
58676,Quyết định 755/QĐ-TTg,"Phê duyệt chính sách hỗ trợ đất ở, đất sản xuất, nước sinh hoạt cho hộ đồng bào dân tộc thiểu số nghèo và hộ nghèo ở xã, thôn, bản đặc biệt khó khăn"
86907,Quyết định 734/QĐ-TTg,Về việc xuất hóa chất sát trùng dự trữ quốc gia hỗ trợ các địa phương
39734,Quyết định 2836/QĐ-BCT,"Phê duyệt quy hoạch phát triển công nghiệp vùng kinh tế trọng điểm miền trung đến năm 2020, tầm nhìn đến năm 2030"
30471,Quyết định 22/2013/QĐ-TTg,Hỗ trợ người có công với cách mạng về nhà ở
87849,Quyết định 896/QĐ-TTCP,"Về việc ban hành Quy định chức năng, nhiệm vụ, quyền hạn và tổ chức, hoạt động của Ban Quản lý các Dự án đầu tư xây dựng Thanh tra Chính phủ"
58554,Quyết định 599/QĐ-TTg,Về việc phê duyệt đề án “đào tạo cán bộ ở nước ngoài bằng ngân sách Nhà nước giai đoạn 2013 - 2020
53745,Quyết định 579/QĐ-LĐTBXH,"Về việc ban hành Kế hoạch thực hiện Đề án tuyên truyền phổ biến Pháp luật cho người lao động, người sử dụng lao động trong các loại hình doanh nghiệp giai đoạn 2013 - 2016"
87810,Quyết định 822/QĐ-BTP,"Ban hành Chương trình Hành động của Bộ Tư pháp thực hiện chỉ thị số 30/CT-TTg ngày 26 tháng 11 năm 2012 của Thủ tướng Chính phủ về tăng cường thực hành tiết kiệm, chống lãng phí"
112701,Quyết định 04/2013/QĐ-KTNN,Ban hành Quy trình kiểm toán Dự án đầu tư xây dựng công trình
87310,Quyết định 551/QĐ-TTg,"Phê duyệt Chương trình 135 về hỗ trợ đầu tư cơ sở hạ tầng, hỗ trợ phát triển sản xuất cho các xã đặc biệt khó khăn, xã biên giới, xã an toàn khu, các thôn, bản đặc biệt khó khăn"
88160,Quyết định 152/QĐ-UBDT,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Vụ Hợp tác Quốc tế"
88141,Quyết định 149/QĐ-UBDT,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của vụ địa phương I"
30433,Quyết định 18/2013/QĐ-TTg,"về cải tạo, phục hồi môi trường và ký quỹ cải tạo, phục hồi môi trường đối với hoạt động khai thác khoáng sản"
62448,Quyết định 538/QĐ-TTg,Phê duyệt Đề án thực hiện lộ trình tiến tới bảo hiểm y tế toàn dân giai đoạn 2012-2015 và 2020
112680,Quyết định 02/2013/QĐ-KTNN,Ban hành Quy trình kiểm toán Ngân sách nhà nước
87666,Quyết định 518/QĐ-TTg,Về việc phê duyệt Đề án xây dựng hệ thống cảnh báo nhanh và phân tích nguy cơ về an toàn thực phẩm tại Việt Nam
31236,Quyết định 244/QĐ-BNV,"Phê duyệt điều lệ (sửa đổi, bổ sung) của Hội Cảng - Đường thủy - Thềm lục địa Việt Nam"
30434,Quyết định 17/2013/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Dân số - Kế hoạch hóa gia đình thuộc Bộ Y tế"
87599,Quyết định 484/QĐ-BNN-VP,Phê duyệt lộ trình cung cấp dịch vụ công trực tuyến của Bộ Nông nghiệp và Phát triển nông thôn giai đoạn 2013-2015
86510,Quyết định 419/QĐ-TTg,"Phê duyệt “Chiến lược phát triển bóng đá Việt Nam đến năm 2020, tầm nhìn đến năm 2030”"
30295,Quyết định 16/2013/QĐ-TTg,"Về việc mua, bán vàng miếng trên thị trường trong nước của Ngân hàng Nhà nước Việt Nam"
31030,Quyết định 369/QĐ-TTg,Về việc phê duyệt Chiến lược phát triển Ngân hàng Phát triển Việt Nam đến năm 2020 và tầm nhìn đến năm 2030
86887,Quyết định 355/QĐ-TTg,"Về việc phê duyệt điều chỉnh chiến lược phát triển giao thông vận tải Việt Nam đến năm 2020, tầm nhìn đến năm 2030"
80827,Quyết định 342/QĐ-TTg,Sửa đổi một số tiêu chí của bộ tiêu chí Quốc gia về nông thôn mới
54951,Quyết định 339/QĐ-TTg,"Phê duyệt Đề án tổng thể tái cơ cấu kinh tế gắn với chuyển đổi mô hình tăng trưởng theo hướng nâng cao chất lượng, hiệu quả 
và năng lực cạnh tranh giai đoạn 2013 - 2020"
86495,Quyết định 321/QĐ-TTg,Phê duyệt Chương trình hành động quốc gia về du lịch giai đoạn 2013-2020
76251,Quyết định 293/QĐ-TTg,"Về việc hỗ trợ có mục tiêu từ ngân sách Trung ương cho 23 huyện có tỷ lệ hộ nghèo cao được áp dụng cơ chế, chính sách đầu tư cơ sở hạ tầng theo Quy định của Nghị quyết số 30a/2008/NQ-CP ngày 27 tháng 12 năm 2008 của Chính phủ về chương trình hỗ trợ giảm nghèo nhanh và bền vững đối với 62 huyện nghèo"
87659,Quyết định 518/QĐ-BVHTTDL,"Ban hành Chương trình hành động của Bộ Văn hóa, Thể thao và Du lịch thực hiện Nghị quyết số 01/Nq-Cp ngày 07 tháng 01 năm 2013 của Chính phủ về những giải pháp chủ yếu chỉ đạo điều hành thực hiện kế hoạch phát triển kinh tế - xã hội và dự toán ngân sách Nhà nước năm 2013"
88215,Quyết định 263/QĐ-TTg,Thành lập Ban Chỉ đạo trung ương thực hiện chương trình mục tiêu quốc gia khắc phục ô nhiễm và cải thiện môi trường giai đoạn 2012 - 2015
31028,Quyết định 06/2013/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Cổng Thông tin điện tử Chính phủ"
87751,Quyết định 161/QĐ-BNN-TCLN,Về việc giao nhiệm vụ thực hiện kế hoạch bảo vệ và phát triển rừng năm 2013
32733,Quyết định 201/QĐ-TTg,"Phê duyệt ""Quy hoạch tổng thể phát triển Du lịch Việt Nam đến năm 2020, tầm nhìn đến năm 2030"""
86872,Quyết định 189/QĐ-TTg,Về việc hỗ trợ gạo cứu đói dịp Tết nguyên đán và giáp hạt năm 2013 cho các địa phương
28040,Quyết định 05/2013/QĐ-TTg,Quy định việc công dân Việt Nam ra nước ngoài học tập
30557,Quyết định 31/QĐ-BNN-VP,Ban hành kế hoạch cải cách hành chính năm 2013 của Bộ Nông nghiệp và phát triển nông thôn
87985,Quyết định 14/QĐ-BNN-TCLN,Thành lập ban chỉ đạo kế hoạch hành động khẩn cấp đến năm 2020 để bảo tồn voi ở Việt Nam
57341,Quyết định 1173/QĐ-BXD,Về việc công bố định mức dự toán xây dựng công trình phần lắp đặt (sửa đổi và bổ sung)
30387,Quyết định 59/2012/QĐ-TTg,"Về chính sách trợ giúp pháp lý cho người nghèo, đồng bào dân tộc thiểu số tại xã nghèo giai đoạn 2013 - 2020"
68114,Quyết định 56/2012/QĐ-TTg,Ban hành Quy chế quản lý và xử lý rủi ro đối với danh mục nợ công
55140,Quyết định 1895/QĐ-TTg,Về việc phê duyệt Chương trình phát triển nông nghiệp ứng dụng công nghệ cao thuộc Chương trình quốc gia phát triển công nghệ cao đến năm 2020
88462,Quyết định 1881/QĐ-TTg,"Về việc thành lập ban soạn thảo báo cáo tổng kết Nghị quyết số 28-NQ/TW của Bộ Chính trị về tiếp tục sắp xếp, đổi mới và phát triển nông, lâm trường quốc doanh"
31309,Quyết định 1655/QĐ-BKHĐT,Về việc giao chỉ tiêu kế hoạch phát triển kinh tế - xã hội năm 2013
67959,Quyết định 1294/QĐ-BNV,"Phê duyệt đề án “Xxác định chỉ số cải cách hành chính của các bộ, cơ quan ngang bộ, Ủy ban nhân dân các tỉnh, thành phố trực thuộc Trung Ương”"
28009,Quyết định 54/2012/QĐ-TTg,Ban hành chính sách cho vay vốn phát triển sản xuất đối với hộ dân tộc thiểu số đặc biệt khó khăn giai đoạn 2012 - 2015
28100,Quyết định 53/2012/QĐ-TTg,Về việc ban hành lộ trình áp dụng tỷ lệ phối trộn nhiên liệu sinh học với nhiên liệu truyền thống
60249,Quyết định 1776/QĐ-TTg,"Phê duyệt chương trình bố trí dân cư các vùng: thiên tai, đặc biệt khó khăn, biên giới, hải đảo, di cư tự do, khu rừng đặc dụng
giai đoạn 2013 - 2015 và định hướng đến năm 2020"
27899,Quyết định 52/2012/QĐ-TTg,Về chính sách hỗ trợ giải quyết việc làm và đào tạo nghề cho người lao động bị thu hồi đất nông nghiệp
31242,Quyết định 1727/QĐ-TTg,"Về Kế hoạch phân công thực hiện Kết luận 23-KL/TW về “Một số vấn đề về tiền lương, bảo hiểm xã hội, trợ cấp ưu đãi người có công và định hướng cải cách đến năm 2020”"
27881,Quyết định 50/2012/QĐ-TTg,"Về việc áp dụng hình thức chỉ định thầu đối với các gói thầu thuộc trường hợp đặc biệt do Thủ tướng Chính phủ xem xét, quyết định"
27934,Quyết định 48/2012/QĐ-TTg,"Về việc sửa đổi, bổ sung Quyết định số 204/2005/QĐ-TTg ngày 15 tháng 8 năm 2005 của Thủ tướng Chính phủ"
87793,Quyết định 2818/QĐ-TTCP,"Ban hành Quy chế về việc quản lý, đưa thông tin trên Cổng thông tin điện tử Thanh tra Chính phủ"
87795,Quyết định 2819/QĐ-TTCP,Ban hành Quy chế hoạt động của Ban Biên tập Cổng thông tin điện tử Thanh tra Chính phủ
28105,Quyết định 46/2012/QĐ-TTg,Về việc quản lý sử dụng phí cho vay lại và phần trích phí bảo lãnh tại Bộ Tài chính giai đoạn 2012 – 2015
30560,Quyết định 1557/QĐ-TTg,"Phê duyệt Đề án “Đẩy mạnh cải cách chế độ công vụ, công chức”"
70607,Quyết định 1555/QĐ-TTg,Phê duyệt Chương trình hành động Quốc gia vì trẻ em giai đoạn 2012 – 2020
27839,Quyết định 43/2012/QĐ-TTg,"Về việc sửa đổi tên gọi và sửa đổi, bổ sung Điều 1 của Quyết định số 234/2005/QĐ-TTG ngày 26 tháng 9 năm 2005 của Thủ tướng Chính phủ về chế độ đặc thù đối với công nhân, nhân viên, viên chức một số ngành, nghề trong công ty nhà nước"
87402,Quyết định 1503/QĐ-TTg,Về việc hỗ trợ giống cây trồng dự trữ quốc gia cho các địa phương
27804,Quyết định 42/2012/QĐ-TTg,"Về việc hỗ trợ tổ chức, đơn vị sử dụng lao động là người dân tộc thiểu số tại khu vực miền núi, vùng đặc biệt khó khăn"
51283,Quyết định 1231/QĐ-TTg,Về phê duyệt Kế hoạch phát triển doanh nghiệp nhỏ và vừa giai đoạn 2011-2015
87799,Quyết định 785/QĐ-BNV,"Ban hành Kế hoạch triển khai thực hiện Dự án “Hoàn thiện, hiện đại hóa hồ sơ, bản đồ địa giới hành chính và xây dựng cơ sở dữ liệu về địa giới hành chính” giai đoạn 2012-2015"
76295,Quyết định 1203/QĐ-TTg,"Phê duyệt Chương trình mục tiêu Quốc gia phòng, chống ma túy giai đoạn 2012-2015"
86400,Quyết định 1201/QĐ-TTg,Phê duyệt Chương trình mục tiêu quốc gia Việc làm và dạy nghề giai đoạn 2012 – 2015
87334,Quyết định 784/QĐ-BXD,"Về việc phê duyệt văn kiện Dự án hỗ trợ kỹ thuật ""Quản lý nước thải và chất thải rắn tại các đô thị Việt Nam- giai đoạn 3"" do Chính phủ Đức viện trợ không hoàn lại"
87735,Quyết định 149/QĐ-VSD,Về việc ban hành quy chế cấp mã chứng khoán trong nước và cấp mã số định danh chứng khoán quốc tế tại trung tâm lưu ký chứng khoán Việt Nam
87426,Quyết định 1792/QĐ-BNN-HTQT,"Phê duyệt thực hiện Dự án ""Làng nghề bền vững: Giải quyết vấn đề ô nhiễm nước ở các làng nghề Việt Nam"" do Đại học quốc gia Úc tài trợ"
27730,Quyết định 32/2012/QĐ-TTg,Phê duyệt Quy hoạch phát triển viễn thông quốc gia đến năm 2020
27657,Quyết định 30/2012/QĐ-TTg,"Về tiêu chí xác định thôn đặc biệt khó khăn, xã thuộc vùng dân tộc và miền núi giai đoạn 2012 - 2015"
72823,Quyết định 936/QĐ-TTg,Phê duyệt quy hoạch tổng thể phát triển Kinh tế - xã hội vùng Tây Nguyên đến năm 2020
86145,Quyết định 929/QĐ-TTg,"Phê duyệt đề án “Tái cơ cấu doanh nghiệp Nhà nước, trọng tâm là tập đoàn kinh tế, tổng công ty Nhà nước giai đoạn 2011 - 2015”"
77754,Quyết định 647/QĐ-TTg,"Về bổ sung danh sách các xã đặc biệt khó khăn và xã biên giới thuộc phạm vi chương trình phát triển Kinh tế xã hội các xã đặc biệt khó khăn miền núi và vùng sâu, vùng xa"
87836,Quyết định 854/QĐ-TTg,Về việc phê duyệt Kế hoạch sản xuất kinh doanh và đầu tư phát triển 5 năm 2011 – 2015 của Tập đoàn Điện lực Việt Nam
71220,Quyết định 579/QĐ-BNV,"Về việc phê duyệt quy hoạch ngành Văn thư Lưu trữ đến năm 2020, tầm nhìn đến năm 2030"
53720,Quyết định 794/QĐ-TTg,Về việc thành lập Ban Chỉ đạo Trung ương phong trào “Toàn dân đoàn kết xây dựng đời sống văn hóa” trên cơ sở hợp nhất Ban Chỉ đạo Trung ương phong trào “Toàn dân đoàn kết xây dựng đời sống văn hóa” và Ban Vận động Trung ương cuộc vận động “Toàn dân đoàn kết xây dựng đời sống văn hóa ở khu dân cư”
87960,Quyết định 1427/QĐ-BKHCN,"Ban hành chương trình hành động của Bộ Khoa học và Công nghệ thực hiện Nghị quyết số 10/NQ-CP ngày 24/4/2012 của Chính phủ về chương trình hành động của Chính phủ triển khai thực hiện chiến lược phát triển kinh tế-xã hội 2011 - 2020 và phương hướng, nhiệm vụ phát triển đất nước 5 năm 2011 - 2015"
