id,title,description,cat1IDs,cat2IDs,cat3IDs,cat4IDs,cat5IDs,cat6IDs,cat7IDs,cat8IDs,cat9IDs,cat10IDs,cat11IDs,cat12IDs,cat13IDs,cat14IDs,cat15IDs,cat16IDs,cat17IDs,cat18IDs
44933,Thông tư liên tịch 71/2014/TTLT/BGTVT-BTC,Quy định về chi phí thẩm tra an toàn giao thông đối với công trình đường bộ đang khai thác,"12333,23848,24966",,,,"12333,23848,24966,30333,32885",151419,,"24966,25465,26681,31754",,,,,,,,,,
47447,Thông tư liên tịch 187/2014/TTLT-BTC-BCA,"Hướng dẫn phốỉ hợp thực hiện công tác bảo đảm an ninh và an toàn tiền, tài sản trong hệ thống Kho bạc Nhà nước",12214,,,47632,"12214,24009,32885,35601,37050",,,,,,,,,,,,,
52471,Thông tư liên tịch 45/2014/TTLT-BCT-BTC-BKHĐT,"Hướng dẫn quản lý, sử dụng kinh phí ngân sách nhà nước thực hiện chương trình mục tiêu quốc gia về sử dụng năng lượng tiết kiệm và hiệu quả giai đoạn 2012 – 2015","21010,23836",,,52470,"21010,23836,24618,27878,32885",,,,,,,,,,,,,
65845,Thông tư liên tịch 41/2014/TTLT-BYT-BTC,Hướng dẫn thực hiện bảo hiểm y tế,38018,,,,"27829,32885,38018",,,"11802,13036,14251,14902,17092,17141,24549,24930,25279,25583,26093,26831,27066,27172,27435,32529,37937,38018",,,,,,,,86158,,
47481,Thông tư liên tịch 61/2014/TTLT-BTNMT-BKHĐT-BTC,"Hướng dẫn thủ tục góp vốn, quản lý vốn góp của tổ chức, cá nhân tham gia đầu tư điều tra cơ bản địa chất về khoáng sản","26349,27504",,,,"24618,26349,27504,30296,32885",,,"16726,27470,28067",,,,,,,,,,
72290,Thông tư liên tịch 163/2014/TTLT-BTC-BVHTTDL,Hướng dẫn cơ chế quản lý tài chính chương trình Xúc tiến du lịch quốc gia giai đoạn 2013-2020,21010,,,,"21010,32791,32885",154774,,"18433,25018,25465,27620,28093",,,,,,,,,,
52888,Thông tư liên tịch 37/2014/TTLT-BNNPTNT-BTC-BKHĐT,"Hướng dẫn thực hiện Quyết định số 131/2009/QĐ-TTg ngày 02 tháng 11 năm 2009 của Thủ tướng Chính phủ về một số chính sách ưu đãi, khuyến khích đầu tư và quản lý, khai thác công trình cấp nước sạch nông thôn","13851,23829,27263,32917,36946",,,,"13851,23829,24618,27263,32646,32885,32917,36946",,,"13612,13851,26722,27263,27652,30456,30676,32425,33347,38526",,,,,,,,,,
52567,Thông tư liên tịch 160/2014/TTLT-BTC-BTNMT,"Hướng dẫn quản lý, sử dụng và quyết toán kinh phí chi thường xuyên từ ngân sách nhà nước thực hỉện các nhiệm vụ, dự án theo Chiến lược quốc gia về đa dạng sinh học đến năm 2020, tầm nhìn đến năm 2030","12356,21010,32592",,,24502,"12356,21010,30296,32592,32885",,25538,,,,,,,,,,,
37330,Thông tư liên tịch 39/2014/TTLT-BCT-BTC,"Quy định về phương pháp tính giá cơ sở; cơ chế hình thành, quản lý, sử dụng Quỹ Bình ổn giá và điều hành giá xăng dầu theo quy định tại Nghị định số 83/2014/NĐ-CP ngày 03 tháng 9 năm 2014 của Chính phủ về kinh doanh xăng dầu","19667,20996,26117,27624,32610,37012",,,25943,"19667,20996,26117,27624,27878,32610,32885,37012",,,37012,"152513,152511",,,,,,,,,
49500,Thông tư liên tịch 29/2014/TTLT-BLĐTBXH-BTC,Hướng dẫn thực hiện một số điều của Nghị định số 136/2013/NĐ-CP ngày 21 tháng 10 năm 2013 của Chính phủ quy định chính sách trợ giúp xã hội đối với đối tượng bảo trợ xã hội,"26093,27435,32529",,,"25826,26598,49495","26093,27435,30409,32529,32885",,49494,,,,,,,,,117724,,
37372,Thông tư liên tịch 152/2014/TTLT-BTC-BGTVT,Hướng dẫn thực hiện giá cước vận tải bằng xe ô tô và giá dịch vụ hỗ trợ vận tải đường bộ,"12333,27624,32610,37056",,,25827,"12333,27624,30333,32610,32885,37056",,,32610,,,,,,,,,,
46040,Thông tư liên tịch 148/2014/TTLT-BTC-BLĐTBXH,"Quy định quản lý và sử dụng kinh phí thực hiện chế độ áp dụng biện pháp xử lý hành chính đưa vào cơ sở cai nghiện bắt buộc; chế độ đối với người chưa thành niên, người tự nguyện chữa trị, cai nghỉện tại Trung tâm Chữa bệnh - Giáo dục - Lao động xã hội và tổ chức cai nghiện ma tuý tại gia đình và cộng đồng","19676,21010,25855,26828,30409,32938",,,27362,"19676,21010,25855,26828,30409,32885,32938",156247,,,,,,,,,,,,
37373,Thông tư liên tịch 145/2014/TTLT-BTC-BTTTT,"Quy định việc quản lý, sử dụng kinh phí thực hiện Đề án thông tin, tuyên truyền về số hóa truyền dẫn, phát sóng truyền hình mặt đất",21010,,,,"21010,32507,32885",158984,,"11862,14140,17601,18433,25018,32505,33649",,,,,,,,,,
67881,Thông tư liên tịch 26/2014/TTLT-BLĐTBXH-BTC-BGDĐT,"Hướng dẫn chế độ quản lý tài chính và thực hiện Dự án ""Tăng cường hệ thống trợ giúp xã hội Việt Nam"""" vay vốn Ngân hàng Thế giới","21010,25382,30458",,,,"12706,21010,25382,30409,30458,32885",,,"14463,18433,25023,25025,25229,27296,28072,30458,32559,32971,34078,37425,38013",123671,,,,,,,,,
37895,Thông tư liên tịch 02/2014/TTLT-BNV-UBDT,"Quy định chi tiết và hướng dẫn thi hành chính sách cán bộ, công chức, viên chức người dân tộc thiểu số quy định tại Điều 11 Nghị định số 05/2011/NĐ-CP ngày 14 tháng 01 năm 2011 của Chính phủ về công tác dân tộc","23713,25065,25625,26092,27046,27430",,,,"23713,25065,25625,26092,27046,27430,27838,36551",,,14980,,,,,,,,,,
53832,Thông tư liên tịch 50/2014/TTLT-BTNMT-BNV,"Hướng dẫn chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Tài nguyên và Môi trường thuộc Ủy ban nhân dân tỉnh, thành phố trực thuộc trung ương, Phòng Tài nguyên và Môi trường thuộc Ủy ban nhân dân huyện, quận, thị xã, thành phố thuộc tỉnh","34071,35594,36138",,,"25009,25010,25859,26158","27460,30296,34071,35594,36138,36551",149003,12894,,,,,,,,,,,
46138,Thông tư liên tịch 29/2014/TTLT-BGDĐT-BTC-BLĐTBXH,"Quy định về quản lý tài chính, kế toán, kiểm toán và thuế đối với hợp tác, 
đầu tư của nước ngoài trong lĩnh vực giáo dục, đào tạo và dạy nghề",27848,,,,"12706,27460,27848,30409,32885",,,"11908,18124,20984,20996,24198,25845,27848,30615,32425",,,,,,,,,,
37708,Thông tư liên tịch 120/2014/TTLT-BTC-BKHCN,Hướng dẫn quản lý tài chính đối với Quỹ đổi mới công nghệ quốc gia,21010,,,,"21010,28098,32885",,,"14470,16232,19223,21010,26382,28098,32885",,,,,,,,,,
37894,Thông tư liên tịch 01/2014/TTLT-BNV-BXD,"Hướng dẫn thành phần tài liệu dự án, công trình xây dựng nộp lưu vào Lưu trữ lịch sử","27323,36867",,72688,,"27323,30617,36551,36867",,,,,,,,,,,,,
46391,Thông tư liên tịch 04/2014/TTLT-BKHĐT-BTC,"Hướng dẫn trợ giúp đào tạo, bồi dưỡng nguồn nhân lực cho các doanh nghiệp nhỏ và vừa","11878,21010",,,26383,"11878,21010,24618,32885",,,"11862,15224,18433,19842,25465,25989,26550,27620",,,,,,,,,,
67993,Thông tư liên tịch 101/2014/TTLT-BQP-BCA-BLĐTBXH -,"Sửa đổi, bổ sung một số điểm của Thông tư liên tịch số 148/2007/TTLT/BQP-BCA-BLĐTBXH ngày 14 tháng 9 năm 2007 hướng dẫn thực hiện một số điều của Nghị định số 68/2007/NĐ-CP CP ngày 19 tháng 4 năm 2007 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm xã hội về bảo hiểm xã hội bắt buộc đối với quân nhân, công an nhân dân và người làm công tác cơ yếu hưởng lương như đối với quân nhân, công an nhân dân","12803,32562",,,,"12803,32562",124708,25689,"14461,17141,18350,18654,22531,23644,24930,25279,25583,25689,26258,26539,26944,27066,32562,39275,47697,60113",,,,,,,25689,,,
37331,Thông tư liên tịch 100/2014/TTLT-BTC-BTP,"Quy định việc lập dự toán, quản lý, sử dụng và quyết toán kinh phí ngân sách nhà nước thực hiện công tác hòa giải ở cơ sở","18433,32515,33553",,,,"18433,30321,32515,32885,33553",163733,25212,"11862,14140,23713,25018,25332,25465,25989,26550,27473,28093,30449,33510",,,,,,,,,,
37707,Thông tư liên tịch 101/2014/TTLT-BTC-BVHTTDL,Hướng dẫn việc quản lý và sử dụng kinh phí thực hiện Chương trình Hành động quốc gia về Du lịch giai đoạn 2013-2020,21010,,,,"21010,32791,32885",154774,,"20984,25018,25465,25989,27620,28093",,,,,,,,,,
37706,Thông tư liên tịch 99/2014/TTLT-BTC-BGTVT,Quy định Bảng giá tài sản hạ tầng đường bộ,28047,,,,"28047,30333,32885",155209,,,,,,,,,,,,
37705,Thông tư liên tịch 96/2014/TTLT-BTC-BCA,"Hướng dẫn việc quản lý và sử dụng kinh phí thực hiện Chương trình mục tiêu quốc gia phòng, chống ma túy giai đoạn 2012 - 2015","21010,23836,37050",,,37704,"21010,23836,32885,35601,37050",,,"11862,14140,14283,17601,18433,20996,24301,24517,24521,25018,25465,25989,26550,27362,33510",,,,,,,,,,
37703,Thông tư liên tịch 95/2014/TTLT-BTC-BCA,"Hướng dẫn việc quản lý và sử dụng kinh phí thực hiện Chương trình mục tiêu quốc gia phòng, chống tội phạm giai đoạn 2012 - 2015","21010,23836,37050",,,37702,"21010,23836,32885,35601,37050",,,"11862,14283,17601,24521,25018,25465,25989,26550,33510",,,,,,,,,,
37701,Thông tư liên tịch 88/2014/TTLT-BTC-BNNPTNT,"Hướng dẫn chế độ quản lý, sử dụng và quyết toán kinh phí sự nghiệp thực hiện các nhiêm vụ, dự án thuộc Chương trình bảo vệ và phát triển nguồn lợi thủy sản đến năm 2020","18473,21010,25402,32462",,,,"18473,21010,25402,32462,32646,32885",,,"14140,14475,25465,25538,25989,26550,26922,27620,32102,33510,35834",,,,,,,,,,
37700,Thông tư liên tịch 86/2014/TTLT-BTC-NHNNVN,"Hướng dẫn hoạt động đại lý bảo hiểm của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài cho doanh nghiệp bảo hiểm nhân thọ.","5748,14392,25693,26357",,,,"5748,14392,25693,26357,32582,32885",,,"5748,14392,25693,26357",,,,,,,,,,
37694,Thông tư liên tịch 79/2014/TTLT-BTC-BKHCN,Hướng dẫn quản lý tài chính Chương trình đổi mới công nghệ quốc gia đến năm 2020,21010,,,,"21010,28098,32885",163741,,"14470,18433,25018,25989,26382,26383,26692,27847",,,,,,,,,,
36627,Thông tư liên tịch 16/2014/TTLT-BTP-BTNMT-NHNN,Hướng dẫn một số vấn đề về xử lý tài sản bảo đảm,"14703,18128,27220,30473",,,,"14703,18128,27220,30296,30321,30473,32582",169134,,,,,,,,,,,,
37507,Thông tư liên tịch 13/2014/TTLT-BLĐTBXH-BTC,"Hướng dẫn chế độ điều dưỡng phục hồi sức khỏe, cấp phương tiện trợ giúp,
dụng cụ chỉnh hình đối với người có công với cách mạng và thân nhân;
quản lý các công trình ghi công liệt sĩ","21010,30409,30425,32885",,,"12049,12800,14689,25794","21010,30409,30425,32885",,,"12287,25794,30425",,,,,,,,,,
36898,Thông tư liên tịch 71/2014/TTLT-BTC-BNV,"Quy định chế độ tự chủ, tự chịu trách nhiệm về sử dụng kinh phí quản lý hành chính đối với các cơ quan nhà nước","17305,21010,32484",,,,"17305,21010,27742,32484,32885",,"16626,37693","17305,18026,19796,21792,23378,23713,25062,25465,25902,27335,30424,30431,32484",,,,,,,,,,
37425,Thông tư liên tịch 20/2014/TTLT-BGDĐT-BTC-BLĐTBXH,"Hướng dẫn thực hiện một số điều của Nghị định số 49/2010/NĐ-CP 
ngày 14 tháng 5 năm 2010 của Chính phủ quy định về miễn, giảm học phí, hỗ trợ chi phí học
 tập và cơ chế thu, sử dụng học phí đối với cơ sở giáo dục thuộc hệ thống giáo dục quốc dân từ năm học 2010 - 2011 đến năm học 2014 - 2015 và Nghị định số 74/2013/NĐ-CP 
ngày 15 tháng 7 năm 2013 của chính phủ sửa đổi, bổ sung 
một số điều của Nghị định số 49/2010/NĐ-CP","25229,32559",,,25949,"12706,25229,30409,32559,32885",144905,14797,"11908,12735,14470,14980,15755,17750,24203,24394,25949,26147,26743,27483,27708,31532,33768",,,,,,,,75926,,
37692,Thông tư liên tịch 59/2014/TTLT-BTC-BGTVT,"Hướng dẫn thu, nộp và sử dụng nguồn thu cho thuê khai thác kết cấu hạ tầng bến cảng, cầu cảng được đầu tư bằng vốn nhà nước","12810,18131,18433,21010,27419,31919",,,,"12810,18131,18433,21010,27419,30333,31919,32885",,,27419,,,,,,,,,,
44047,Thông tư liên tịch 13/2014/TTLT-BNNPTNT-BKHĐT-BTC,Hướng dẫn một số nội dung thực hiện Quyết định số 11/2011/QĐ-TTg ngày 18 tháng 02 năm 2011 của Thủ tướng Chính phủ về chính sách khuyến khích phát triển ngành mây tre,26164,,,,"24618,26164,32646,32885",,,"12774,13394,15330,23852,25369,25749,25989,26164,27060,27601,27650,27673,30323,30373",,,,,,,,,,
37691,Thông tư liên tịch 55/2014/TTLT-BTC-BGTVT,Hướng dẫn cơ chế quản lý tài chính đối với Cục Đăng kiểm Việt Nam,"16518,22443,27896,32505,32560,34040,37419",,,27224,"16518,22443,27896,30333,32505,32560,32885,34040,37419",129456,,"16280,32793",,,,,,,,,,
37333,Thông tư liên tịch 01/2014/TTLT-NHNN-BXD-BTP-BTNMT,Hướng dẫn thủ tục thế chấp nhà ở hình thành trong tương lai theo quy định tại khoản 2 Điều 61 của Nghị định số 71/2010/NĐ-CP ngày 23 tháng 6 năm 2010 của Chỉnh phủ quy định chi tiết và hướng dẫn  thi hành Luật Nhà ở,"11706,11745,13178,14703,14916,15080,16755,18128,19419,25317,25408,25692,25693,27220,32622",,,14136,"11706,11745,13178,14703,14916,15080,16755,18128,19419,25317,25408,25692,25693,27220,30296,30321,30617,32582,32622",111996,,"14136,25317,25408,26427,27026",,,,,,,,,,
37690,Thông tư liên tịch 49/2014/TTLT-BTC-BKHCN,"Hướng dẫn quản lý tài chính của Chương trình hỗ trợ phát triển doanh nghiệp khoa học và công nghệ và tổ chức khoa học và công nghệ công lập thực hiện cơ chế tự chủ, tự chịu trách nhiệm",21010,,,,"21010,28098,32885",,,"14470,18433,25018,25989,26382,26383,27847",,,,,,,,,,
36081,Thông tư liên tịch 09/2014/TTLT-BYT-BTC,"Quy định nội dung, nhiệm vụ chi y tế dự phòng","25507,27863",,,,"25507,27829,27863,32885",,,"11862,14283,15758,19415,24068,25018,25025,25465,25824,25989,26550,27218,27296",,,,,,,,,,
37689,Thông tư liên tịch 26/2014/TTLT-BTC-BCT,"Hướng dẫn trình tự lập, quản lý, sử dụng kinh phí khuyến công quốc gia và kinh phí khuyến công địa phương","21010,27601",,,11886,"21010,27601,27878,32885",,,"11862,12036,25465,25627,25989,27601,27620,27769",,,,,,,,,,
33540,Thông tư liên tịch 06/2014/TTLT-BTP-TTCP-BQP,"Hướng dẫn khiếu nại, giải quyết khiếu nại về bồi thường nhà nước trong hoạt động quản lý hành chính và thi hành án dân sự","11743,25027,27325,27793",,,,"11743,25027,27325,27793",130054,,"11743,25027,26351,27325",,,,,,,,,,
33579,Thông tư liên tịch 02/2014/TTLT-BKHĐT-BTC,Hướng dẫn lồng ghép các nguồn vốn thực hiện Chương trình hỗ trợ giảm nghèo nhanh và bền vững trên địa bàn các huyện nghèo,"12462,15224,21010",,,23674,"12413,12462,15224,21010,24618",,,"11705,12144,12164,12462,15925,25767,25978,28092",,,,,,,,,,
33510,Thông tư liên tịch 14/2014/TTLT-BTC-BTP,"Quy định việc Iập dự toán, quản lý, sử dụng và quyết toán kinh phí ngân sách nhà nưóc bảo đảm cho công tác phổ biến, giáo dục pháp luật và chuẩn tiếp cận pháp luật của nguòi dân tại cơ sở","18433,24891,27698,28032,30423,33511",,,,"12413,18433,24891,27698,28032,30321,30423,33511",163733,25212,"11862,12462,14140,14283,17601,18433,21004,23713,24891,25018,25212,25465,25989,26550,26665,27487,27698,28032,28093,30449",,,,,,,,,,
33460,Thông tư liên tịch 02/2014/TTLT-BTP-BTC-BLĐTBXH-NHNNVN,"Hướng dẫn việc cung cấp thông tin về tài khoản, thu nhập của người phải thi hành án và thực hiện phong tỏa, khấu trừ để thi hành án dân sự","11805,12318,15057,25693,32442,32498",,,,"11805,12318,15057,25693,30321,30409,32442,32498,32582,32885",,,"12318,27145,32442",,,,,,,,,,
37588,Thông tư liên tịch 213/2013/TTLT-BTC-BLĐTBXH,"Hướng dẫn quản lý và sử dụng kinh phí thực hiện Đề án chăm sóc trẻ em mồ côi không nơi nương tựa, trẻ em bị bỏ rơi, trẻ em nhiễm HIV/AIDS, trẻ em là nạn nhân của chất độc hóa học, trẻ em khuyết tật nặng và trẻ em bị ảnh hưởng bởi thiên tai, thảm họa dựa vào cộng đồng giai đoạn 2013-2020",21010,,,,"12413,21010,30409",161779,,"14140,25465,25627,25902,26550,26922,27435,37576",,,,,,,,,,
44401,Thông tư liên tịch 14/2013/TTLT-BCA-BTC,"Hướng dẫn thực hiện Nghị định số 87/2013/NĐ-CP ngày 30 tháng 7 năm 2013 của Chính phủ 
quy định chế độ, chính sách đối với gia đình, thân nhân hạ sĩ quan, chiến sĩ 
đang phục vụ có thời hạn trong công an nhân dân",31532,,,27010,"12413,31532,35601",,,31532,,,,,,,,,,
99700,Thông tư liên tịch 210/2013/TTLT-BTC-BXD-BTTTT,"Hướng dẫn cơ chế, nguyên tắc kiểm soát giá và phương pháp xác định giá thuê công trình hạ tầng kỹ thuật sử dụng chung","26317,27876,32610",,,,"12413,26317,27876,30617,32507,32610",,,"26317,27876",,,,,,,,,,
45966,Thông tư liên tịch 19/2013/TTLT-BVHTTDL-BTNMT,"Hướng dẫn bảo vệ môi trường trong hoạt động du lịch, tổ chức lễ hội, 
bảo vệ và phát huy giá trị di tích","11617,11750,14096,15512,16729,18132,23259,23833,25678,26361",,,19378,"11617,11750,14096,15512,16729,18132,23259,23833,25678,26361,30296,32791",162938,,"26035,27707",131594,,,,,,,,,
46405,Thông tư liên tịch 06/2013/TTLT-UBDT-BTC,Hướng dẫn thực hiện Quyết định số 33/2013/QĐ-TTg ngày 04/6/2013 của Thủ tướng Chính phủ về việc tiếp tục thực hiện chính sách hỗ trợ di dân thực hiện định canh định cư cho đồng bào dân tộc thiểu số đến năm 2015,"14340,27838,34080",,,"13649,46404","12413,14340,27838,34080",,,,,,,,,,,,,
37592,Thông tư liên tịch 191/2013/TTLT-BTC-BNNPTNT,Hướng dẫn chế độ quản lý tài chính đối với kinh phí Chương trình khoa học và công nghệ phục vụ xây dựng nông thôn mới,21010,,,,"12413,12944,21010",,,,,,,,,,,,,
33414,Thông tư liên tịch 32/2013/TTLT-BCT-BTC,"Hướng dẫn giao, nhận và hoàn trả vốn đầu tư tài sản lưới điện hạ áp nông thôn","12229,18565,28068",,,24981,"12229,12413,18565,27878,28068",,,"15172,26171",,,,,,,,,,
46843,Thông tư liên tịch 51/2013/TTLT-BNNPTNT-BKHĐT-BTC,"Sửa đổi, bổ sung một số điều của Thông tư liên tịch số 26/2011/TTLT-BNNPTNT-BKHĐT-BTC hướng dẫn một số nội dung thực hiện Quyết định số 800/QĐ-TTg ngày 04/6/2010 của Thủ tướng Chính phủ phê duyệt Chương trình mục tiêu quốc gia về xây dựng nông thôn mới giai đoạn 2010-2020","12413,23836,24618",,,,"12413,12944,23641,23836,24618",,,"12462,18433,27077,27494,33565",118856,,,,,,26587,,,
46420,Thông tư liên tịch 20/2013/TTLT-BXD-BNV,Hướng dẫn một số nội dung của Nghị định số 11/2013/NĐ-CP ngày 14 tháng 01 năm 2013 của Chính phủ về quản lý đầu tư phát triển đô thị,28073,,,15263,"27742,28073,30617",162285,,"16832,25317,27600,30336,38983",,,,,,,,,,
37360,Thông tư liên tịch 04/2013/TTLT-UBDT-BTC-BTNMT,"Hướng dẫn thực hiện một số điều của Quyết định số 755/QĐ-TTg ngày 20 tháng 5 năm 2013 của Thủ tướng Chính phủ phê duyệt chính sách hỗ trợ đất ở, đất sản xuất, nước sinh hoạt cho hộ đồng bào dân tộc thiểu số nghèo và hộ nghèo ở xã, thôn, bản đặc biệt khó khăn",,,,,"12413,27838,30296",147292,,"12144,23643,26147,30323,37585",,,,,,,,,,
37460,Thông tư liên tịch 05/2013/TTLT-UBDT-NNPTNT-KHĐT-TC-XD,"Hướng dẫn thực hiện Chương trình 135 về hỗ trợ đầu tư cơ sở hạ tầng, hỗ trợ phát triển sản xuất cho các xã đặc biệt khó khăn, xã biên giới, xã an toàn khu, các thôn bản đặc biệt khó khăn",79764,,,,23836,147292,,"16003,28089,31690",,,,,,,,,,
46402,Thông tư liên tịch 05/2013/TTLT-UBDT-BNNPTNT-BKHĐT-BTC-BXD,"Hướng dẫn thực hiện Chương trình 135 về hỗ trợ đầu tư cơ sở hạ tầng, hỗ trợ phát triển sản xuất cho các xã đặc biệt khó khăn, xã biên giới, xã an toàn khu, các thôn, bản đặc biệt khó khăn",23836,,,,23836,,,,,,,,,,,,,
33448,Thông tư liên tịch 163/2013/TTLT-BTC-BNV,"Hướng dẫn tỉêu chuẩn, điều kiện, thủ tục bổ nhiệm, bổ nhiệm lại, bố trí, miễn nhiệm, thay thế và xếp phụ cấp trách nhiệm công việc kế toán trưởng, phụ trách kế toán trong các đơn vị kế toán thuộc lĩnh vực kế toán nhà nước","18654,19666,20996,23644,27318,28090",,,25663,"12413,18654,19666,20996,23644,27318,27742,28090",128571,,19666,,,,,,,,,,
32563,Thông tư liên tịch 15/2013/TTLT-BTP-BGTVT-BTNMT-BCA,"Hướng dẫn việc trao đổi, cung cấp thông tin về tài sản bảo đảm giữa cơ quan đăng ký giao dịch bảo đảm với tổ chức hành nghề công chứng, cơ quan thi hành án dân sự và cơ quan đăng ký quyền sở hữu, quyền sử dụng, quyền lưu hành tài sản","25408,27220",,,,"25408,27220,30296,30321,30333,35601",169134,,"2566,10317,10802,11706,11743,12885,14703,16755,18020,19419,23722,25408,25860,26170,27026,27351",,,,,,,,,,
43829,Thông tư liên tịch 28/2013/TTLT-BLĐTBXH-BQP,"Hướng dẫn xác nhận liệt sĩ, thương binh, người hưởng chính sách như
thương binh trong chiến tranh không còn giấy tờ",30425,,,,"30409,30425",,,"17141,22531,24930,25583,26831,27066,30425",,,,,,,,,,
37595,Thông tư liên tịch 143/2013/TTLT-BTC-BGDĐT,"Sửa đổi, bổ sung một số điều của Thông tư liên tịch số 15/2010/TTLT-BTC- BGDĐT ngày 29/ 01/2010 của Bộ Tài chính và Bộ Giáo dục và Đào tạo hướng dẫn quản lý và sử dụng kinh phí thực hiện Chương trình đảm bảo chất lượng giáo dục trường học giai đoạn 2010-2015","21010,30458",,,,"12413,12706,21010,30458",,,,,,,,,,25014,,,
58773,Thông tư liên tịch 42/2013/TTLT-BNNPTNT-BTC-BKHĐT,"Hướng dẫn thực hiện Quyết định số 01/2012/QĐ-TTg ngày 09/01/2012 của Thủ tướng Chính phủ về một số chính sách hỗ trợ việc áp dụng quy trình thực hành sản xuất nông nghiệp tốt trong nông nghiệp, lâm nghiệp và thủy sản",27953,,,,"12413,12944,23641,24618,27953",,,"12774,15330,18433,25811,35834",,,,,,,,,,
43534,Thông tư liên tịch 28/2013/TTLT-BTNMT-BTC-BKHĐT,"Hướng dẫn chế độ quản lý, sử dụng kinh phí ngân sách Nhà nước
thực hiện Chương trình mục tiêu quốc gia khắc phục ô nhiễm
và cải thiện môi trường giai đoạn 2012 - 2015","21010,23836",,,,"12413,21010,23836,24618,30296",,,"18433,24259",,,,,,,,,,
37754,Thông tư liên tịch 134/2013/TTLT-BTC-BLĐTBXH,"Hướng dẫn nội dung, mức chi cho công tác hỗ trợ nạn nhân quy định tại Nghị định số 09/2013/NĐ-CP ngày 11/01/2013 của Chính phủ quy định chi tiết thi hành một số điều của Luật phòng, chống mua bán người","26741,28049",,,"25606,25711","12413,26741,28049,30409",,,,,,,,,,,,,
37639,Thông tư liên tịch 35/2013/TTLT-BGDĐT-BNV-BTC,"Hướng dẫn thực hiện khoản 1 và khoản 2 Điều 1 Nghị định số 19/2013/NĐ-CP ngày 23 tháng 02 năm 2013 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 61/2006/NĐ-CP ngày 20 tháng 6 năm 2006 của Chính phủ về chính sách đối với nhà giáo, cán bộ quản lý giáo dục công tác ở trường chuyên biệt, ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn",28092,,,,"12413,12706,27742,28092",,13981,"12735,15755,15925,18433,24203,25978",,,,,,,,,,
46979,Thông tư liên tịch 25/2013/TTLT-BYT-BTC,"Quy định chế độ quản lý tài chính đối với việc thực hiện hoạt động tiếp thị xã hội các phương tiện tránh thai, phòng, chống HIV/AIDS và các bệnh lây truyền qua đường tình dục","18433,21010",,,,"12413,18433,21010,27829",,,"16267,16750,18433,24521,26119,30394",,,,,,,,,,
37889,Thông tư liên tịch 21/2013/TTLT-BGTVT-BTNMT,"Hướng dẫn về quản lý và bảo vệ môi trường
trong hoạt động giao thông đường thủy nội địa","11617,15512,16729,19476,26361",,,,"11617,15512,16729,19476,26361,30296,30333",151419,,,,,,,,,,,,
46393,Thông tư liên tịch 04/2013/TTLT-BKHĐT-BNNPTNT-BTC,"Sửa đổi, bổ sung một số quy định tại Thông tư liên tịch số 03/2012/TTLT-BKHĐT-BNNPTNT-BTC ngày 5/6/2012 hướng dẫn thực hiện Quyết định 147/2007/QĐ-TTg và Quyết định 66/2011/QĐ-TTg của Thủ tướng Chính phủ","13394,27060",,,,"13394,27060","130155,140230,130155",27673,"27060,27547",,,,,,,27673,,,
37587,Thông tư liên tịch 113/2013/TTLT-BTC-BYT,Quy định quản lý và sử dụng kinh phí thực hiện Chương trình mục tiêu quốc gia Y tế giai đoạn 2012-2015,"21010,23836",,,"25148,25187","12413,21010,23836,27829",129074,,"11862,12085,14140,14283,16718,18127,20632,23836,24521,25018,25025,25465,25989,26172,26550,26922,27296,27444,27620,32842,36867",,,,,,,,86113,,
37585,Thông tư liên tịch 102/2013/TTLT-BTC-BLĐTBXH,Quy định quản lý và sử dụng nguồn vốn sự nghiệp thực hiện một số Dự án của Chương trình mục tiêu quốc gia Việc làm và Dạy nghề giai đoạn 2012 - 2015,,,,"12825,13963,24523","12413,21010,23836,30409",126972,,"11706,11862,12144,12825,13963,14140,14283,16267,16750,18433,20632,21004,23754,24521,24523,25018,25025,25188,25212,25262,25465,25627,25902,25989,26550,26922,27296,27444,27510,27564,27590,27899,28093",,,,,,,,,,
37584,Thông tư liên tịch 100/2013/TTLT-BTC-BNNPTNT,Hướng dẫn thực hiện môt số điều của Quyết đinh số 24/2012/QĐ-TTg ngày 01/6/2012 của Thủ tướng Chính phủ về chính sách đầu tư phát triển rừng đặc dụng giai đoạn 2011 - 2020,"21010,25980",,,,"12413,12944,21010,23641,25980",135633,,"14475,19842,27794",,,,,,,,,,
32971,Thông tư liên tịch 27/2013/TTLT-BGDĐT-BTC,Hướng dẫn thực hiện Quyết định số 12/2013/QĐ-TTG ngày 24 tháng 01 năm 2013 của Thủ tướng Chính phủ quy định chính sách hỗ trợ học sinh trung học phổ thông ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn,28072,,,,"12413,12706,28072",,,"12462,12735,12862,15755,24203,26147,28072",,,,,,,,,,
